scenario_id,miss_distance_km,risk_score,approx_pc,optimal_action_id,risk_level,time_to_tca_min
sc_04411_d5e2898a94,31.187680765050473,0.3762463846989905,1.2858432960994692e-215,0,low,195.10727461666664
sc_04428_c20342f30c,14.183967158411384,0.7163206568317724,4.1553112790690314e-48,0,low,273.77179201666667
sc_04445_3673bffe93,1.9695829012343766,0.9606083419753124,2.875417323117401e-05,0,high,343.4553257
sc_04462_399c5cb1e0,14.664061400803153,0.706718771983937,4.087562525192841e-51,0,low,225.76651673333333
sc_04479_337ec8f09d,1.1553089773477476,0.9768938204530451,0.00010260787510968962,0,high,158.77012128333334
sc_04496_2f37bc7828,4.584640763540268,0.9083071847291946,5.460596465930601e-09,0,medium,323.61238828333336
sc_04513_e9e966b517,37.571673845389036,0.24856652309221927,6.3085599848477e-311,0,low,194.20003893333333
sc_04530_6de2c870e1,0.05405971979465406,0.998918805604107,0.0001996880284600425,0,critical,75.15058056666666
sc_04547_5266a5f8a0,17.42281716371979,0.6515436567256041,2.463444498549723e-70,0,low,145.96346651666667
sc_04564_c1921580de,1.6735298003541692,0.9665294039929166,4.9304058309338716e-05,0,medium,101.01146433333334
sc_04581_9507ad467e,39.534188569641124,0.20931622860717747,0.0,0,low,104.62899831666667
sc_04598_94b27a8ff1,24.490332621450154,0.510193347570997,1.1863710869828868e-134,0,low,212.46877438333334
sc_04615_1c809d0c68,26.49421858535286,0.47011562829294273,7.782291724733167e-157,0,low,211.34109410000002
sc_04632_f27f8fd164,24.53316285366581,0.5093367429266837,4.152644500922602e-135,0,low,356.6239426
sc_04649_8d0f50cefd,14.815645135196466,0.7036870972960707,4.3773141689670814e-52,0,low,95.7810618
sc_04666_76d9d237ff,16.60556870781173,0.6678886258437654,2.6898423267184988e-64,0,low,247.81110416666667
sc_04683_7e830f0c18,0.351727089505228,0.9929654582098955,0.00018798601725873487,0,high,81.46742123333334
sc_04700_31d353b6de,1.592810725701787,0.9681437854859642,5.625085310095992e-05,0,high,340.2609351666667
sc_04717_8fbdf556ed,3.7761818422131097,0.9244763631557378,1.6027817573652805e-07,0,medium,66.75267766666667
sc_04734_814f3d9b28,2.3325093300759123,0.9533498133984818,1.3173266184796114e-05,0,medium,125.33942256666666
sc_04751_8baca8359c,4.859394213367837,0.9028121157326432,1.492268070594498e-09,0,medium,35.48719236666667
sc_04768_93ba030dc3,0.3037536856385018,0.99392492628723,0.00019096474572077892,0,critical,86.0398774
sc_04785_3ba928d290,0.3531108445295701,0.9929377831094086,0.00018789437522368467,0,critical,161.2013301
sc_04802_dec3ab6544,38.7509660113727,0.2249806797725461,0.0,0,low,134.51853795
sc_04819_2a44f51601,25.839287832330793,0.48321424335338414,2.1530122981192807e-149,0,low,225.01467116666666
sc_04836_815a41caa5,29.004200891440288,0.4199159821711942,4.4208965090621805e-187,0,low,54.81876346666666
sc_04853_3ac46f6b6a,18.653777482038244,0.626924450359235,5.613663347177885e-80,0,low,175.45390313333334
sc_04870_38ac3e72a3,0.17033835767447628,0.9965932328465105,0.0001971000059039638,0,high,261.1915212166667
sc_04887_a0d25c32d7,2.556656246442899,0.948866875071142,7.61636012878812e-06,0,medium,349.01131738333333
sc_04904_d8f7058a7e,23.84712902586076,0.5230574194827848,6.680873642424914e-128,0,low,240.5703088666667
sc_04921_671ad363d0,1.3853890330217629,0.9722922193395648,7.66049687386232e-05,0,medium,132.20994853333335
sc_04938_52ad4750c1,5.9109027545644,0.881781944908712,5.186655133418892e-12,0,medium,39.82085848333334
sc_04955_6e0389da42,27.993690590729994,0.44012618818540017,1.4167067211019062e-174,0,low,253.1760551
sc_04972_177d38c167,1.8659691542089187,0.9626806169158216,3.507438191261622e-05,0,high,324.3666792833334
sc_04989_9d36098361,39.40716073534131,0.21185678529317387,0.0,0,low,198.46759796666666
sc_05006_15bfcf7139,0.18447492911383692,0.9963105014177233,0.00019660636315608427,0,critical,314.54906550000004
sc_05023_78b73dbac7,15.246903142852982,0.6950619371429403,6.702505723308666e-55,0,low,334.58085466666665
sc_05040_93a4ab818b,1.4043347116022895,0.9719133057679542,7.460727170379846e-05,0,high,61.69135961666667
sc_05057_e1210523fe,0.09645582914266781,0.9980708834171467,0.0001990519753329181,0,critical,30.532046816666664
sc_05074_36e6c45c1d,0.15353186591265636,0.9969293626817469,0.0001976371024466342,0,critical,339.24012056666663
sc_05091_98b4da303f,0.9580269073968347,0.9808394618520633,0.00012638786597716866,0,high,65.32418361666666
sc_05108_860018cd09,1.4044325864322391,0.9719113482713552,7.459701838001475e-05,0,high,85.35610183333333
sc_05125_36b6e19f34,1.366569216979262,0.9726686156604147,7.861441074052185e-05,0,high,183.34920318333334
sc_05142_178699ffcd,0.7667512384439138,0.9846649752311217,0.0001490516713114656,0,high,259.93839035
sc_05159_4e7d7c177c,5.579393409005146,0.8884121318198971,3.48296435104028e-11,0,low,225.89275703333334
sc_05176_e307fc2e02,4.375496503479019,0.9124900699304196,1.3935575755714593e-08,0,medium,349.5217509166667
sc_05193_6ff2146658,6.941999458029483,0.8611600108394104,6.8772186054700755e-15,0,medium,70.88971728333333
sc_05210_86a36375c5,0.28872141740450863,0.9942255716519098,0.00019181694594299105,0,critical,53.8274384
sc_05227_62c2d8ca06,7.876150845970182,0.8424769830805964,6.790087246200128e-18,0,medium,111.60924846666667
sc_05244_4feb7963d8,2.0939454630166034,0.9581210907396679,2.23345047080824e-05,0,medium,166.93689833333335
sc_05261_13641b9eb1,0.6474973498075747,0.9870500530038485,0.00016216460880591612,0,high,136.61194241666666
sc_05278_2d0c75f756,3.8009514361094263,0.9239809712778115,1.4592299193564164e-07,0,medium,159.49495675
sc_05295_d59748e418,22.035220328753645,0.5592955934249271,7.507291091171004e-110,0,low,121.94141488333334
sc_05312_b1d39322f2,7.918582323933044,0.8416283535213391,4.856899934556573e-18,0,medium,331.1063996166667
sc_05329_ac94f5a878,1.2877563044181386,0.9742448739116373,8.728181437479406e-05,0,medium,243.08242588333331
sc_05346_dd0a65a139,26.995531170812118,0.4600893765837576,1.1718393087798156e-162,0,low,105.05552503333334
sc_05363_92f8580428,7.461722529436072,0.8507655494112786,1.629381239593101e-16,0,medium,141.23766734999998
sc_05380_03a2516778,7.283726413232198,0.854325471735356,6.051979680081981e-16,0,medium,134.51181421666666
sc_05397_ba9414e9b5,4.43014329404288,0.9113971341191424,1.0955800675051091e-08,0,medium,321.06485376666666
sc_05414_28af742acb,4.462918143028736,0.9107416371394252,9.470192716306119e-09,0,medium,180.2695412
sc_05431_be8de4dee2,1.3879245332465961,0.972241509335068,7.633613548696687e-05,0,high,249.03141781666667
sc_05448_c1ce40b53b,3.4792239532941247,0.9304155209341175,4.706328043613356e-07,0,medium,129.23037366666668
sc_05465_4b3c0a1b63,0.30676736008776356,0.9938646527982448,0.0001907891649218301,0,critical,251.58124085
sc_05482_2800e8d08d,0.35345972048408864,0.9929308055903182,0.0001878712204695274,0,critical,115.53002571666666
sc_05499_6820e7d050,1.3222545682028106,0.9735549086359437,8.343986636300611e-05,0,medium,195.19073935
sc_05516_d52e50e75e,4.54393500760205,0.909121299847959,6.575379124453973e-09,0,medium,40.56662133333334
sc_05533_df771efcac,7.420432625322285,0.8515913474935543,2.2153513052556791e-16,0,medium,77.69339436666668
sc_05550_89452fdc58,1.85728485146088,0.9628543029707824,3.56459779464745e-05,0,high,309.6296974333334
sc_05567_197ba2ca1c,0.9475564847844062,0.9810488703043119,0.00012765491086750186,0,high,338.4446559666667
sc_05584_ea0e32eca5,1.6267076758761114,0.9674658464824778,5.326400292959868e-05,0,high,300.3863573666667
sc_05601_b6a933c84a,4.486334997785313,0.9102733000442937,8.528197735820744e-09,0,medium,43.98488283333334
sc_05618_5db4568677,0.5520701737042397,0.9889585965259152,0.00017171598650308817,0,high,66.93548971666667
sc_05635_250606a5fc,1.7568359467762333,0.9648632810644753,4.27400067490955e-05,0,medium,134.15820511666666
sc_05652_606d3aca15,1.1934376287152564,0.9761312474256949,9.811516014319798e-05,0,high,352.24354655
sc_05669_554b3cfa77,15.271156424400873,0.6945768715119826,4.629444599532575e-55,0,low,72.00615393333332
sc_05686_67f18350b3,0.9125718230174061,0.9817485635396519,0.00013187642906297846,0,high,179.9518533
sc_05703_05ed534faa,0.2791205406086762,0.9944175891878265,0.0001923404787719458,0,critical,121.85099913333333
sc_05720_fde5b285c2,5.928260425773281,0.8814347914845344,4.68023877766755e-12,0,low,138.25509863333335
sc_05737_4593c4ca87,1.2887619521187412,0.9742247609576252,8.716882225186518e-05,0,high,121.96301641666668
sc_05754_d1e9f17652,25.429157727374683,0.4914168454525063,7.915657865042738e-145,0,low,316.93892796666665
sc_05771_85c87e8ace,0.23430164987197177,0.9953139670025606,0.00019456600923253677,0,high,33.20685271666667
sc_05788_cab5f28c98,20.904008674652705,0.5819198265069458,2.6424020721332912e-99,0,low,115.09163403333334
sc_05805_93b5933756,0.2728170991341268,0.9945436580173175,0.00019267532295825932,0,critical,66.17821131666668
sc_05822_d1dfce43ec,10.866841404570568,0.7826631719085886,4.581572909015522e-30,0,low,349.56006526666664
sc_05839_377ace4606,0.35901776197770957,0.9928196447604458,0.00018749964252648383,0,critical,198.16395378333334
sc_05856_25a50cb934,1.001934998323468,0.9799613000335307,0.00012106537510095714,0,high,282.70088276666667
sc_05873_4bbf0d55bb,1.838022876396476,0.9632395424720704,3.6937312683680776e-05,0,high,33.3856927
sc_05890_a3bc25f413,1.0167018180417102,0.9796659636391658,0.00011927452358109543,0,high,58.34411198333333
sc_05907_e23fb95e48,0.2906746463095822,0.9941865070738084,0.0001917084485312245,0,high,154.3002350333333
sc_05924_a7086c5ba3,0.3102105327112744,0.9937957893457745,0.00019058664018450046,0,critical,73.77596551666667
sc_05941_3ab0232d47,3.3363247809549863,0.9332735043809003,7.658586525567422e-07,0,medium,175.48804348333334
sc_05958_642b8a02c8,1.5228989249249714,0.9695420215015006,6.272265795421193e-05,0,high,228.91243618333334
sc_05975_dccdd3a3b0,15.195175783254504,0.69609648433491,1.47279478088603e-54,0,low,60.238917083333334
sc_05992_881ec49b23,1.1384997614118209,0.9772300047717636,0.00010460499677291298,0,high,125.6834238
sc_06009_8cf47aff38,23.67820685136856,0.5264358629726288,3.697728653479591e-126,0,low,115.9884728
sc_06026_6ed862da91,0.23730511316757624,0.9952538977366485,0.00019442827492291415,0,high,99.6879618
sc_06043_6fd2b8818f,0.6978293647044329,0.9860434127059113,0.00015676671463718645,0,high,166.91214911666665
sc_06060_45410b7b2f,2.3172531607271223,0.9536549367854575,1.3648842539064782e-05,0,medium,246.19977373333333
sc_06077_ee39dfc451,5.28272592011573,0.8943454815976855,1.744305339460437e-10,0,medium,206.97130763333334
sc_06094_a5e61014d8,0.7374310871877773,0.9852513782562444,0.00015237464452210462,0,high,51.37923186666667
sc_06111_cc171cc4ac,0.4377171454630116,0.9912456570907398,0.0001817130511232555,4,high,221.42901583333332
sc_06128_cf2572f79c,1.2046377128855936,0.9759072457422882,9.680647787507372e-05,0,medium,251.4283583333333
sc_06145_4329df246d,0.7193118258526268,0.9856137634829475,0.0001543987417130107,0,high,170.82908118333336
sc_06162_c21f493ffb,0.21090298714732242,0.9957819402570536,0.0001955819670461317,0,critical,142.33821348333333
sc_06179_b748f0e430,11.758598432350688,0.7648280313529863,1.9063567681788252e-34,0,low,341.1384219166667
sc_06196_9428adcb6c,27.836221486994457,0.4432755702601109,1.1485133414567211e-172,0,low,88.51486821666667
sc_06213_72f64c7e56,30.02875837634256,0.39942483247314886,3.259723605877922e-200,0,low,47.44286571666667
sc_06230_15aa19b757,1.8898036026566927,0.9622039279468662,3.3539273426602484e-05,0,high,249.7240274
sc_06247_5c2134c217,1.7826712955595962,0.9643465740888081,4.0830027444692305e-05,0,medium,272.88145435
sc_06264_8f317751b2,0.8418461933404328,0.9831630761331913,0.00014031645949189123,0,high,50.07431236666666
sc_06281_9d443e4bf7,1.3277006806073561,0.9734459863878528,8.283999312589582e-05,0,high,209.95615529999998
sc_06298_3275fd3abb,6.036830978280546,0.8792633804343891,2.444610446291243e-12,0,medium,111.56459741666666
sc_06315_6827da2682,0.021620173500867843,0.9995675965299826,0.00019993327361706614,0,critical,136.10132919999998
sc_06332_6a764d12da,1.7201104317521387,0.9655977913649573,4.55575037658203e-05,0,high,315.59118471666665
sc_06349_5d97f9ff22,3.3650006273888224,0.9326999874522235,6.957039037835208e-07,0,medium,66.54441775000001
sc_06366_b5b74819c6,6.02072365330821,0.8795855269338358,2.6938827359902094e-12,0,medium,45.40091978333333
sc_06383_469b5607f5,7.1142462522064385,0.8577150749558713,2.0498440394252922e-15,0,medium,330.4470549833333
sc_06400_6f3f5b794a,34.12930701274765,0.317413859745047,2.4608622194660574e-257,0,low,58.1413528
sc_06417_d78b0a247b,27.15825459483665,0.456834908103267,1.4306667548962297e-164,0,low,154.75932341666666
sc_06434_56cb746f35,0.2899196967069894,0.9942016060658602,0.0001917504637061924,0,critical,183.81055553333331
sc_06451_da7a810168,3.970797312927715,0.9205840537414457,7.542549011659708e-08,0,medium,271.48915991666667
sc_06468_2632a75740,4.421820035448516,0.9115635992910297,1.136688114439256e-08,0,medium,242.3101599
sc_06485_8db92dff2b,1.531189761639899,0.969376204767202,6.193364338125848e-05,0,high,171.06328466666668
sc_06502_070e645b69,1.269890430603371,0.9746021913879326,8.92987188952465e-05,0,high,182.4823969
sc_06519_12edd75301,0.14211169464229978,0.997157766107154,0.00019797099189017614,0,critical,216.69085641666666
sc_06536_648f3f1e5a,0.9160100544298441,0.9816797989114031,0.00013146256196082967,0,high,30.098642066666667
sc_06553_a5135ad6f3,5.375031741124654,0.8924993651775069,1.0666458852243782e-10,0,medium,277.1234068
sc_06570_9ef5da549e,2.7036700224391166,0.9459265995512177,5.174108384534521e-06,0,medium,115.1137082
sc_06587_0aee0ecef7,0.2988831933682034,0.9940223361326359,0.0001912451773695362,0,critical,218.45943616666668
sc_06604_5458a97236,0.8172666460412502,0.983654667079175,0.0001432066051885551,0,high,85.66904533333333
sc_06621_662cf5804c,0.3754906630540722,0.9924901867389185,0.00018636885501924628,0,critical,180.07196188333333
sc_06638_2bf207bd8c,38.67332793638638,0.22653344127227237,0.0,0,low,168.67414581666665
sc_06655_4252d9403f,0.3405665654086662,0.9931886686918266,0.00018871357276116968,0,critical,334.08661283333333
sc_06672_f4cf68363e,1.316685891254492,0.9736662821749101,8.405515393575575e-05,0,high,229.06392403333334
sc_06689_628906dbd2,5.760451103022857,0.8847909779395429,1.247826646570463e-11,0,low,323.3042663833333
sc_06706_954081b03a,1.3937605161023816,0.9721247896779524,7.57190895323331e-05,0,high,291.39962226666665
sc_06723_1a2c0f0740,1.5440137804744467,0.9691197243905111,6.0724502453025126e-05,0,high,156.58747636666666
sc_06740_bf788f8be1,19.57788786932258,0.6084422426135484,1.1971287251187794e-87,0,low,46.6190999
sc_06757_667d0af2a4,3.1422015102263865,0.9371559697954723,1.4361929505351026e-06,0,medium,136.2186475
sc_06774_a2afa204d1,0.8008824615541815,0.9839823507689164,0.00014511740150417477,0,high,196.36024015
sc_06791_ed945a42b3,6.848481118549957,0.8630303776290009,1.310483496122506e-14,0,medium,117.6265299
sc_06808_42a905c861,2.6181583372697372,0.9476368332546052,6.495980073969039e-06,0,medium,144.87238998333333
sc_06825_8287f4d504,1.1359854074840245,0.9772802918503195,0.00010490450553368739,0,medium,103.20403818333332
sc_06842_a7ca994544,2.0141071327016395,0.9597178573459673,2.6314139325110892e-05,0,medium,350.48574088333334
sc_06859_6381fb051e,0.24015810148409963,0.995196837970318,0.00019429590843820537,0,critical,51.10967336666667
sc_06876_66aac477fc,1.3719814773511505,0.9725603704529769,7.803402048771742e-05,0,high,133.44009408333332
sc_06893_8d25c9641a,31.472773781790387,0.3705445243641923,1.6999846841480263e-219,0,low,219.78612918333334
sc_06910_9077596a79,0.19652756154253967,0.9960694487691492,0.00019615550966220065,0,critical,355.08844643333333
sc_06927_7f9ed6f749,0.39709752069600024,0.99205804958608,0.0001848199364496628,0,critical,299.85425226666666
sc_06944_ea5dbc577d,7.463796877441613,0.8507240624511677,1.604354543818458e-16,0,medium,208.23722056666665
sc_06961_a6abd95b54,0.4051562466205987,0.9918968750675881,0.0001842235169146423,0,high,134.97306883333334
sc_06978_5ec96a4bf2,10.14912731613454,0.7970174536773091,8.630145883311321e-27,0,low,42.34029486666667
sc_06995_73732221ef,0.32956265113919697,0.993408746977216,0.000189410578345406,0,critical,248.1543446
sc_07012_ce3bbba201,1.5342331266878406,0.9693153374662432,6.164544917855685e-05,0,high,214.61750178333332
sc_07029_fb08e8b004,1.1720545947928758,0.9765589081041425,0.00010062795116846735,0,high,215.60909498333334
sc_07046_106ae6a787,23.537876901923315,0.5292424619615337,1.0152477103949651e-124,0,low,173.1155429
sc_07063_439830c4df,0.21858426301606537,0.9956283147396787,0.00019525965174358982,0,critical,224.00755089999998
sc_07080_48b8efe432,29.020794714882985,0.4195841057023403,2.731804493475132e-187,0,low,107.26088696666667
sc_07097_f2aa5e1fcb,27.160577947714405,0.4567884410457119,1.3431881429506e-164,0,low,252.39452051666666
sc_07114_6e600cb457,10.054465945259823,0.7989106810948036,2.2452808601096783e-26,0,low,100.99431575
sc_07131_6a36dac9e8,0.2936902174020323,0.9941261956519594,0.00019153962608006963,0,high,258.0142947
sc_07148_13620b697a,31.173304559881636,0.37653390880236726,2.0130019255307118e-215,0,low,260.0242619
sc_07165_2566660e61,0.18882685454131495,0.9962234629091737,0.000196446742423574,0,critical,84.07284546666666
sc_07182_9b2a2608e8,1.8747739518114508,0.962504520963771,3.450155541965559e-05,0,high,39.843929216666666
sc_07199_39d88b8dde,12.16117151314016,0.7567765697371969,1.5466910470045112e-36,0,low,41.644997733333334
sc_07216_684b2a03f4,39.74928602163023,0.20501427956739537,0.0,0,low,69.84774014999999
sc_07233_31180b5d60,32.08048078740877,0.3583903842518247,6.993190974152917e-228,0,low,190.18279345000002
sc_07250_d63256fa83,0.8932752067807674,0.9821344958643846,0.00013419406077841217,0,high,199.16229406666668
sc_07267_22a9d7dd2d,1.6764405570636873,0.9664711888587263,4.906428659034481e-05,0,high,302.64229290000003
sc_07284_77ddc37d90,16.51621397952685,0.669675720409463,1.1812148772866712e-63,0,low,86.21570305
sc_07301_4e524df825,1.3950202777334983,0.97209959444533,7.558621144470826e-05,0,high,352.2248985
sc_07318_2fc4a6a1ed,7.476512640656687,0.8504697471868663,1.4589869151600437e-16,0,low,270.6034835
sc_07335_539248db6c,0.8712184080208477,0.9825756318395831,0.00013683072276530619,0,high,53.9057283
sc_07352_16a9526b66,0.054432419427638594,0.9989113516114472,0.0001996839917137583,0,critical,102.90072143333333
sc_07369_dc755e8980,1.5042867990380866,0.9699142640192383,6.451457177596e-05,0,high,136.33672821666667
sc_07386_057c83a550,0.15415343777494128,0.9969169312445012,0.00019761820633734022,0,high,161.373372
sc_07403_030a7029ec,1.7524857270716343,0.9649502854585673,4.3067463494757934e-05,0,high,104.09017036666667
sc_07420_cc10932af7,12.726038401324121,0.7454792319735175,1.3710755946000924e-39,0,low,312.1285643
sc_07437_e506a2c997,11.840560866242976,0.7631887826751405,7.248202433589337e-35,0,low,186.2470356
sc_07454_21a7a5e343,28.853741161928447,0.42292517676143104,3.432820595766345e-185,0,low,265.9408811166667
sc_07471_a532a130b4,2.2764107824592603,0.9544717843508148,1.4991050994432058e-05,0,medium,32.429112016666664
sc_07488_ce754d8667,0.5140191963021236,0.9897196160739575,0.0001752340859222737,0,high,340.0465094
sc_07505_f9b519b1e1,1.213945572319703,0.975721088553606,9.572304950162583e-05,0,high,74.10719366666667
sc_07522_48a3b0a681,0.1328483742280589,0.9973430325154389,0.00019822324759329317,0,critical,143.56831625
sc_07539_2edc1848b2,26.886046452870037,0.46227907094259924,2.23736584860604e-161,0,low,239.62133663333333
sc_07556_812c25c040,0.8861695298381905,0.9822766094032362,0.00013504504840122043,0,high,168.75703514999998
sc_07573_59c75e44da,14.625237452386127,0.7074952509522774,7.217113610884423e-51,0,low,176.27652255
sc_07590_2bcedfc5a6,2.2868448688375578,0.9542631026232489,1.4638413004281066e-05,0,medium,120.47369501666667
sc_07607_819220bbef,1.4208873148160832,0.9715822537036783,7.288318301880912e-05,0,high,316.4136547666667
sc_07624_2dd71aba43,0.23316314734826565,0.9953367370530347,0.00019461778591700672,0,critical,187.89730558333335
sc_07641_681bcd0ab1,1.0386188519276869,0.9792276229614463,0.00011661836231996125,0,high,37.18509986666666
sc_07658_3256286094,30.43079864240222,0.39138402715195564,1.7197774892548693e-205,0,low,195.11660553333334
sc_07675_bbf36e72dd,0.6279402210162045,0.9874411955796759,0.00016419957758276728,0,high,243.01331498333332
sc_07692_94c4ef06b0,23.816606613382778,0.5236678677323445,1.3826432105789899e-127,0,low,239.93081339999998
sc_07709_61cf78e3ed,0.20815410193318132,0.9958369179613363,0.000195694637552905,0,critical,324.55921324999997
sc_07726_283907ce5c,0.3773605769068061,0.9924527884618639,0.00018623773232599616,0,high,332.5385938333333
sc_07743_f92e11ab84,28.15926580682883,0.43681468386342337,1.3568977648620343e-176,0,low,124.98307088333333
sc_07760_395ebed523,13.23286415570395,0.735342716885921,1.90729955656827e-42,0,low,36.60840983333333
sc_07777_211c44d335,25.850681503629083,0.4829863699274184,1.603883882578243e-149,0,low,340.83549588333335
sc_07794_7a254ad296,0.1529568837672538,0.996940862324655,0.00019765451582686794,0,critical,186.11700266666668
sc_07811_6652e8e2f0,3.408987599542418,0.9318202480091516,5.994157467162486e-07,0,medium,176.19403958333334
sc_07828_867ffc5930,1.64017908661025,0.967196418267795,5.210485597930664e-05,0,high,57.926289233333335
sc_07845_7799739c01,1.1025051116452964,0.9779498977670941,0.00010890973073747687,0,high,106.09150583333333
sc_07862_95d92e364f,0.8720151948244749,0.9825596961035105,0.0001367357373040109,0,high,217.75854148333335
sc_07879_6cbddc3a37,29.8405848442462,0.4031883031150759,9.104983276240542e-198,0,low,47.44246718333333
sc_07896_82e55ea006,0.1738426416475179,0.9965231471670496,0.00019698119167169156,0,critical,304.55330003333336
sc_07913_d90b8370e3,6.475410575104496,0.8704917884979101,1.572927136889613e-13,0,medium,279.14695271666665
sc_07930_bd7a44a18a,0.9960048231030005,0.98007990353794,0.00012178463087798389,0,high,152.93707883333335
sc_07947_7cb450b0ab,0.2609445667753888,0.9947811086644922,0.00019328673159562938,0,high,312.47670808333334
sc_07964_82b0e23fee,1.0456467973496324,0.9790870640530074,0.00011576744826296724,0,high,184.89067591666665
sc_07981_8dcf0e6046,0.3518193587501615,0.9929636128249968,0.00018797991634592938,0,critical,220.62118581666667
sc_07998_8ce9faf4cc,6.546877775839575,0.8690624444832085,9.877275116080578e-14,0,low,154.8205082
sc_08015_9bc77dc5fe,7.699733488460693,0.8460053302307862,2.6822862151143114e-17,0,medium,50.93181261666667
sc_08032_e79eb2715d,5.63516669771784,0.8872966660456432,2.5476683731379653e-11,0,medium,143.62035851666667
sc_08049_8c4ffdd87f,1.5702128276449872,0.9685957434471002,5.829734054469315e-05,0,medium,336.1622285166667
sc_08066_c2177277b3,20.060418819154222,0.5987916236169155,8.418677735273811e-92,0,low,180.78660721666665
sc_08083_7a291add0a,39.627343450931406,0.20745313098137186,0.0,0,low,194.55425111666668
sc_08100_7427ebcac5,5.415713340985652,0.891685733180287,8.564567990508343e-11,0,medium,188.52538786666668
sc_08117_5f6b3062ae,5.060386352395343,0.8987922729520932,5.507346747970016e-10,0,medium,113.3941201
sc_08134_5d71501659,6.102888175425743,0.8779422364914852,1.6371680732686543e-12,0,medium,316.53364750000003
sc_08151_36a2fa5f66,0.6974002206427342,0.9860519955871453,0.00015681364935619184,0,high,150.10369586666667
sc_08168_de669ddeb6,0.47114458625096944,0.9905771082749806,0.00017897387737208394,1,high,126.8510401
sc_08185_bf07e47e15,2.0688396660610255,0.9586232066787795,2.3532503027563686e-05,0,medium,272.20823475000003
sc_08202_9a21cb93a7,7.998179028069044,0.8400364194386192,2.57797144623891e-18,0,medium,132.0183343
sc_08219_6554bd5c05,5.718483899936608,0.8856303220012678,1.5876400510345445e-11,0,low,275.33494626666663
sc_08236_75e9cb391b,1.0332195419776953,0.979335609160446,0.00011727239982685229,0,high,222.89534478333334
sc_08253_85acad82a7,2.378775828517849,0.952424483429643,1.1813146846461125e-05,0,medium,37.05755153333334
sc_08270_70be29ea40,18.8316505990268,0.623366988019464,2.0023009302839403e-81,0,low,272.3796919166667
sc_08287_0f87fa9838,6.434069717838944,0.8713186056432212,2.0539322184708443e-13,0,medium,124.90220056666666
sc_08304_683a97992e,3.9873664869742025,0.9202526702605159,7.061353040231386e-08,0,medium,337.5776968
sc_08321_b05c64f714,6.1105706054354405,0.8777885878912912,1.562142278231936e-12,0,low,299.5588723166667
sc_08338_1cb592af50,1.4221783007783748,0.9715564339844325,7.274956534461501e-05,0,high,73.92913473333333
sc_08355_2b33e05e08,0.9957513671806763,0.9800849726563865,0.00012181537148835552,0,high,343.1270056
sc_08372_a7399e6f0f,1.8639205068063234,0.9627215898638736,3.5208630468465736e-05,0,high,100.09919406666667
sc_08389_4944f173fb,0.6433222597645584,0.9871335548047089,0.0001626021301694139,0,high,289.55722826666664
sc_08406_3828c6ddf9,0.4390000481596167,0.9912199990368077,0.0001816108998368882,4,high,94.2027422
sc_08423_bf09a9b524,3.028581328379829,0.9394283734324034,2.0391305369539453e-06,0,medium,353.6210926
sc_08440_ed8b55ea0b,0.8772184352766712,0.9824556312944666,0.0001361149503251171,0,high,240.3159603
sc_08457_9d1b870098,2.799768542716187,0.9440046291456763,3.971950648120226e-06,0,medium,245.9570952
sc_08474_d78cb62747,3.9305118134865085,0.9213897637302698,8.843638336269041e-08,0,medium,83.53995345
sc_08491_327cc09744,0.2295559451046182,0.9954088810979076,0.00019478025780734725,0,high,264.5102749833333
sc_08508_c65751d131,1.2479829938024083,0.9750403401239518,9.179560865029238e-05,0,medium,306.2857250833333
sc_08525_e306f129c5,1.639519327216037,0.9672096134556792,5.216125339452421e-05,0,medium,42.689733133333334
